fname,VAR
D1641_D1642_D1643.csv,11048.785986516663
D1648_D1649_D1650.csv,18825080.984978493
D2072_D2073_D2074.csv,26415.37161482106
D1650_D1651_D1652.csv,33775.11169484565
D134_D135_D136.csv,473612.0774319695
D3626_D3627_D3628.csv,2887.949276391253
D1629_D1630_D1631.csv,5541.06044461036
D24_D25_D26.csv,12507.505668424521
D167_D168_D169.csv,4035.593089069825
D3644_D3645_D3646.csv,2554.693261733982
D42_D43_D44.csv,11887.011137470516
D2051_D2052_D2053.csv,44414.46570185878
D1635_D1636_D1637.csv,250861.41580838975
D3598_D3599_D3600.csv,519768.12800949794
D1642_D1643_D1644.csv,3728.264716010091
D2050_D2051_D2052.csv,49257.383725501015
D44_D45_D46.csv,223869.85044474914
D25_D26_D27.csv,731.8798458221953
D20_D21_D22.csv,29245.140063415827
D1636_D1637_D1638.csv,542157.9262454167
D177_D178_D179.csv,358837.3002968856
D156_D157_D158.csv,16694.503500849238
D15_D16_D17.csv,153029.74269270778
D1652_D1653_D1654.csv,57025.165742181074
D1660_D1661_D1662.csv,84440.26683448546
D137_D138_D139.csv,216468.54649652596
D2055_D2056_D2057.csv,3191.562720734603
D173_D174_D175.csv,412.5452527809024
D3634_D3635_D3636.csv,27875.866087347003
D2076_D2077_D2078.csv,4412165.407672468
D1662_D1663_D1664.csv,5764.054038768797
D3607_D3608_D3609.csv,45578.90924583902
D3613_D3614_D3615.csv,339.55756760153037
D3600_D3601_D3602.csv,2842.1190209581346
D2080_D2081_D2082.csv,18191.934032095854
D38_D39_D40.csv,93369.7515487037
D129_D130_D131.csv,52810.585307442154
D3619_D3620_D3621.csv,2245.9382839643013
D2038_D2039_D2040.csv,4031.8907100802367
D159_D160_D161.csv,2181.9216616187664
D170_D171_D172.csv,44549.55080090386
D3621_D3622_D3623.csv,231.0924884056108
D157_D158_D159.csv,5410896.6926978305
D3642_D3643_D3644.csv,42939.593755700545
D136_D137_D138.csv,728768.3950498118
D3624_D3625_D3626.csv,42762.86734180958
D1646_D1647_D1648.csv,334640.2782577051
D3597_D3598_D3599.csv,2953.6395004633146
D1643_D1644_D1645.csv,4666.784401934764
D3596_D3597_D3598.csv,10231.103616593711
D2082_D2083_D2084.csv,1839361.8889286884
D45_D46_D47.csv,2061.0309490986683
D1647_D1648_D1649.csv,238471.1514977071
D36_D37_D38.csv,2687.190993700619
D166_D167_D168.csv,179.77719635714664
D29_D30_D31.csv,20848.120597447843
D168_D169_D170.csv,79563.56478812305
D3606_D3607_D3608.csv,438117.6396596095
D3635_D3636_D3637.csv,122903.40974781069
D2040_D2041_D2042.csv,683.093075680591
D135_D136_D137.csv,2011370.7012126946
D131_D132_D133.csv,716899.3153730796
D43_D44_D45.csv,3343.4547388270435
D1657_D1658_D1659.csv,281681.2793113611
D2056_D2057_D2058.csv,1555.2385608810318
D17_D18_D19.csv,1025.0453091798627
D155_D156_D157.csv,51684.303928018766
D2_D3_D4.csv,42702.2693308805
D2063_D2064_D2065.csv,16572.262334303356
D30_D31_D32.csv,10272.304041598705
D3637_D3638_D3639.csv,75030.54117847011
D1639_D1640_D1641.csv,180585.03974472382
D2066_D2067_D2068.csv,19388.893519557452
D1649_D1650_D1651.csv,86594.15604707961
D4_D5_D6.csv,49.74721396052118
D2037_D2038_D2039.csv,2146.744289316053
D176_D177_D178.csv,430164.91496619757
D2053_D2054_D2055.csv,4099.874995852591
D9_D10_D11.csv,4265.982249745226
D3639_D3640_D3641.csv,1167.1155075929018
D2083_D2084_D2085.csv,570283.3333333334
D10_D11_D12.csv,54703.69381238702
D1658_D1659_D1660.csv,771.8688289798864
D2060_D2061_D2062.csv,17584.026134552885
D3614_D3615_D3616.csv,2609.6696862800927
D3601_D3602_D3603.csv,10981.995738184789
D1617_D1618_D1619.csv,10263.712665618428
D164_D165_D166.csv,79821.35795676502
D1627_D1628_D1629.csv,33058.433876867864
D140_D141_D142.csv,205.29267300857916
D7_D8_D9.csv,1056.1399791161143
D2046_D2047_D2048.csv,166273.8985302444
D28_D29_D30.csv,2446.729694602778
D1656_D1657_D1658.csv,17520.683950693463
D1616_D1617_D1618.csv,31192.808036450577
D2043_D2044_D2045.csv,4131.90019577349
D143_D144_D145.csv,38592.951956759025
D1659_D1660_D1661.csv,2415.574555969441
D18_D19_D20.csv,4652570.370361258
D163_D164_D165.csv,158164.10048711923
D1651_D1652_D1653.csv,25879.72843754908
D3595_D3596_D3597.csv,284677.46818264376
D8_D9_D10.csv,73876.96543237958
D144_D145_D146.csv,2606.729478059954
D33_D34_D35.csv,18456.19417343082
D162_D163_D164.csv,26109.017170387222
D145_D146_D147.csv,5263.048619208193
D3625_D3626_D3627.csv,261105.47387937372
D2075_D2076_D2077.csv,617491.1945528921
D2069_D2070_D2071.csv,93328.74907034142
D3622_D3623_D3624.csv,1295.1289260393517
D147_D148_D149.csv,90015.47655517758
D13_D14_D15.csv,79136.60739075385
D3633_D3634_D3635.csv,42512.94902604526
D3620_D3621_D3622.csv,15622.408273345392
D2068_D2069_D2070.csv,40543.82140695472
D3610_D3611_D3612.csv,27303986.527190328
D161_D162_D163.csv,4345.15384358976
D3638_D3639_D3640.csv,86699.0398062616
D2057_D2058_D2059.csv,2591.80301017018
D41_D42_D43.csv,644.7428666409534
D37_D38_D39.csv,2601.305258071126
D1626_D1627_D1628.csv,581378.2500224633
D2059_D2060_D2061.csv,15125.766910070553
D2061_D2062_D2063.csv,53563.793626943334
D2073_D2074_D2075.csv,1718420.7534770842
D175_D176_D177.csv,445046.5342286214
D2054_D2055_D2056.csv,8898.84711927773
D3632_D3633_D3634.csv,62838.58570235084
D2036_D2037_D2038.csv,8978.238986186418
D148_D149_D150.csv,1979.3947493665232
D1624_D1625_D1626.csv,159694.42946996502
D32_D33_D34.csv,51013.431893541405
D1632_D1633_D1634.csv,6037.855803506418
D1628_D1629_D1630.csv,23357.571448503702
D1654_D1655_D1656.csv,7443.482406881644
D21_D22_D23.csv,15531.062238182014
D1618_D1619_D1620.csv,677863.0020567594
D1615_D1616_D1617.csv,9671.297538684388
D1655_D1656_D1657.csv,11123.460922699678
D149_D150_D151.csv,37657.40599427947
D2067_D2068_D2069.csv,5244.670330900766
D3603_D3604_D3605.csv,35835.17103599575
D11_D12_D13.csv,2934802.551401803
D158_D159_D160.csv,21613.01102088356
D6_D7_D8.csv,8607.005325000564
D146_D147_D148.csv,48593.934034607315
D1623_D1624_D1625.csv,279086.6823077436
D133_D134_D135.csv,3194737.177143412
D1637_D1638_D1639.csv,874.5091035311971
D2049_D2050_D2051.csv,40740.57033019975
D174_D175_D176.csv,36593.31246020676
D31_D32_D33.csv,200745.0280884017
D26_D27_D28.csv,1091.9335128643584
D2044_D2045_D2046.csv,39092.48313903957
D154_D155_D156.csv,357929.82297912735
D27_D28_D29.csv,107892.76594350002
D2048_D2049_D2050.csv,39101.04025595619
D2085_D2086_D2087.csv,6.856039534397534
D23_D24_D25.csv,3188.7605284433284
D151_D152_D153.csv,66597.66678045942
D3_D4_D5.csv,434198.3969634081
D2077_D2078_D2079.csv,79426.33332085691
D169_D170_D171.csv,550567.2304638587
D3616_D3617_D3618.csv,3671.4941017240703
D1630_D1631_D1632.csv,1040.4905344510303
D128_D129_D130.csv,613688.2838349895
D1634_D1635_D1636.csv,146789.33520847594
D1663_D1664_D1665.csv,39466.11698433502
D1622_D1623_D1624.csv,3281.0803547163923
D3640_D3641_D3642.csv,280334.9066844021
D130_D131_D132.csv,11090782.133011732
D3618_D3619_D3620.csv,0.0
D2047_D2048_D2049.csv,1235.3827630294186
D46_D47_D48.csv,0.08207572281317485
D5_D6_D7.csv,15292.262201690464
D2071_D2072_D2073.csv,44700.67964223534
D3617_D3618_D3619.csv,12548.027091078538
D3599_D3600_D3601.csv,1917.1503650400678
D39_D40_D41.csv,997768.8712385693
D16_D17_D18.csv,48468.75277883229
D3629_D3630_D3631.csv,367.0705791657621
D1625_D1626_D1627.csv,20934.473625374616
D3623_D3624_D3625.csv,389399.863685096
D1661_D1662_D1663.csv,159303.0304333625
D3605_D3606_D3607.csv,1233.843910346761
D3630_D3631_D3632.csv,13334.296980059595
D1644_D1645_D1646.csv,73586.65060931873
D2081_D2082_D2083.csv,300802.0306407561
D2078_D2079_D2080.csv,7823.105583757036
D2062_D2063_D2064.csv,15753.900651518345
D3612_D3613_D3614.csv,595.9860384711584
D152_D153_D154.csv,3032386.588637688
D3628_D3629_D3630.csv,2465.2489844633988
D3627_D3628_D3629.csv,1451.1901234384372
D2064_D2065_D2066.csv,6189.847837858896
D3602_D3603_D3604.csv,100988.06245354391
D1653_D1654_D1655.csv,6894.208574361504
D160_D161_D162.csv,1274.5071507282025
D141_D142_D143.csv,2983.2018596306025
D48_D49_D50.csv,0.0006893874259074498
D50_D51_D52.csv,303445.71095480473
D14_D15_D16.csv,2886904.510872011
D2052_D2053_D2054.csv,3548.0165710050424
D2065_D2066_D2067.csv,3682.3284292967833
D2041_D2042_D2043.csv,137741.81263388012
D2058_D2059_D2060.csv,4610.998503429897
D1640_D1641_D1642.csv,20365.113640340216
D35_D36_D37.csv,69854.84801517609
D138_D139_D140.csv,668515.3970518974
D150_D151_D152.csv,97401.35888569555
D171_D172_D173.csv,39289.079367186256
D172_D173_D174.csv,690.5921069725891
D22_D23_D24.csv,9508.02941700199
D1619_D1620_D1621.csv,240746.8811956429
D2045_D2046_D2047.csv,67565.22074211012
D2039_D2040_D2041.csv,3089.0463609039325
D49_D50_D51.csv,1337.471538287468
D34_D35_D36.csv,11440.88437039428
D153_D154_D155.csv,2631.441568197045
D142_D143_D144.csv,105613.82593193515
D3631_D3632_D3633.csv,18932.188691743842
D3608_D3609_D3610.csv,263545.3691764665
D2084_D2085_D2086.csv,4.914044722632069e+45
D3611_D3612_D3613.csv,600240.0218945836
D2070_D2071_D2072.csv,36202.88195093306
D19_D20_D21.csv,729.877196834806
D1614_D1615_D1616.csv,10577.73498983707
D12_D13_D14.csv,98051.03612281088
D47_D48_D49.csv,0.00027452447816214573
D3604_D3605_D3606.csv,14107.364949018427
D1631_D1632_D1633.csv,271649.9597149418
D3636_D3637_D3638.csv,507285.6380318798
D132_D133_D134.csv,2947254.572250902
