fname,VAR
D1641_D1642_D1643.csv,95.73335112442831
D1648_D1649_D1650.csv,3477.060240908287
D2072_D2073_D2074.csv,132.2941888633626
D1650_D1651_D1652.csv,151.27062327153234
D134_D135_D136.csv,596.5426307236374
D3626_D3627_D3628.csv,43.10697009075822
D1629_D1630_D1631.csv,62.388371671628384
D24_D25_D26.csv,76.68643953499995
D167_D168_D169.csv,55.60239073572366
D3644_D3645_D3646.csv,44.280973962559095
D42_D43_D44.csv,77.16737959521188
D2051_D2052_D2053.csv,176.84552530940786
D1635_D1636_D1637.csv,428.20902958975745
D3598_D3599_D3600.csv,684.5452721717156
D1642_D1643_D1644.csv,52.4868161802067
D2050_D2051_D2052.csv,178.98042324636683
D44_D45_D46.csv,441.55792059120756
D25_D26_D27.csv,18.754042917045332
D20_D21_D22.csv,122.28325873277586
D1636_D1637_D1638.csv,610.6440682339822
D177_D178_D179.csv,544.7177772426213
D156_D157_D158.csv,113.0878545077046
D15_D16_D17.csv,369.98928073061535
D1652_D1653_D1654.csv,175.02382842802908
D1660_D1661_D1662.csv,282.72352551525825
D137_D138_D139.csv,216.15712040250162
D2055_D2056_D2057.csv,47.93018044444857
D173_D174_D175.csv,16.123597769888626
D3634_D3635_D3636.csv,147.0214453409656
D2076_D2077_D2078.csv,1904.4491265068166
D1662_D1663_D1664.csv,64.9637049418673
D3607_D3608_D3609.csv,186.42507872215666
D3613_D3614_D3615.csv,14.104029864247284
D3600_D3601_D3602.csv,49.77886102352754
D2080_D2081_D2082.csv,108.50778056475588
D38_D39_D40.csv,275.65741637222294
D129_D130_D131.csv,201.64872805440578
D3619_D3620_D3621.csv,45.03928757594434
D2038_D2039_D2040.csv,44.97572527394215
D159_D160_D161.csv,39.96456675921561
D170_D171_D172.csv,157.0245764263521
D3621_D3622_D3623.csv,11.420380145369675
D157_D158_D159.csv,1814.480629176068
D3642_D3643_D3644.csv,154.27268271393274
D136_D137_D138.csv,780.6867513555172
D3624_D3625_D3626.csv,177.82023469805992
D1646_D1647_D1648.csv,491.5066072224773
D3597_D3598_D3599.csv,40.84030374578404
D1643_D1644_D1645.csv,63.91788885500119
D3596_D3597_D3598.csv,85.60676414377951
D2082_D2083_D2084.csv,1037.3680640250136
D45_D46_D47.csv,44.07120346537221
D1647_D1648_D1649.csv,425.44773412629394
D36_D37_D38.csv,40.86465350544587
D166_D167_D168.csv,11.195794377968582
D29_D30_D31.csv,112.51749418372404
D168_D169_D170.csv,235.92164021657354
D3606_D3607_D3608.csv,523.1415656604729
D3635_D3636_D3637.csv,303.98209261119666
D2040_D2041_D2042.csv,21.667896468058093
D135_D136_D137.csv,1363.2607103584003
D131_D132_D133.csv,710.1631533844736
D43_D44_D45.csv,49.79315105278369
D1657_D1658_D1659.csv,496.3337622507873
D2056_D2057_D2058.csv,33.027700163569676
D17_D18_D19.csv,24.243824075499
D155_D156_D157.csv,215.75999525672606
D2_D3_D4.csv,183.36044090663052
D2063_D2064_D2065.csv,119.07951161464067
D30_D31_D32.csv,80.43557019639243
D3637_D3638_D3639.csv,239.16571647033211
D1639_D1640_D1641.csv,381.72509343267376
D2066_D2067_D2068.csv,99.26362731266536
D1649_D1650_D1651.csv,244.47423926738892
