fname,VAR
D1641_D1642_D1643.csv,0.046956122474524055
D1648_D1649_D1650.csv,0.6954438165905458
D2072_D2073_D2074.csv,0.03730575491580992
D1650_D1651_D1652.csv,0.07208522687820125
D134_D135_D136.csv,0.17492732298607197
D3626_D3627_D3628.csv,0.014089987201230031
D1629_D1630_D1631.csv,0.010418716978751174
D24_D25_D26.csv,0.038883371415545216
D167_D168_D169.csv,0.04753968510337416
D3644_D3645_D3646.csv,0.020707003517381438
D42_D43_D44.csv,0.008717674772524987
D2051_D2052_D2053.csv,0.07197274871756894
D1635_D1636_D1637.csv,0.05161730785167609
D3598_D3599_D3600.csv,0.13812828539190777
D1642_D1643_D1644.csv,0.013503918987027042
D2050_D2051_D2052.csv,0.04956512788128538
D44_D45_D46.csv,0.04248593797446269
D25_D26_D27.csv,1.3949251626312222
D20_D21_D22.csv,0.05106759286704492
D1636_D1637_D1638.csv,0.06982522178584487
D177_D178_D179.csv,0.08065486829904481
D156_D157_D158.csv,0.09263476202973545
D15_D16_D17.csv,0.10446818316017903
D1652_D1653_D1654.csv,0.039301565656902196
D1660_D1661_D1662.csv,0.18205346705399206
D137_D138_D139.csv,9.811942571018821e+16
D2055_D2056_D2057.csv,0.033470036848006486
D173_D174_D175.csv,0.01582101899143305
D3634_D3635_D3636.csv,0.031150736811821
D2076_D2077_D2078.csv,0.3620454225791379
D1662_D1663_D1664.csv,0.032163160240969095
D3607_D3608_D3609.csv,0.03052822495095634
D3613_D3614_D3615.csv,0.0076942955362377385
D3600_D3601_D3602.csv,0.06139868163855087
D2080_D2081_D2082.csv,0.043654539280567096
D38_D39_D40.csv,0.07339367704339093
D129_D130_D131.csv,0.038806005787329824
D3619_D3620_D3621.csv,1.9321884966068685e+17
D2038_D2039_D2040.csv,0.010617928382572594
D159_D160_D161.csv,0.027589018586042714
D170_D171_D172.csv,0.016744332548384616
D3621_D3622_D3623.csv,0.9481541873300142
D157_D158_D159.csv,0.23965938244791615
D3642_D3643_D3644.csv,0.018744709117181707
D136_D137_D138.csv,0.7072164866005599
D3624_D3625_D3626.csv,0.040144999859281064
D1646_D1647_D1648.csv,0.10642057384253123
D3597_D3598_D3599.csv,0.029693990128269555
D1643_D1644_D1645.csv,0.051633700355989076
D3596_D3597_D3598.csv,0.05102652377008506
D2082_D2083_D2084.csv,1.48580403175182
D45_D46_D47.csv,0.04242767709863337
D1647_D1648_D1649.csv,0.0894314447985361
D36_D37_D38.csv,0.014980397872985659
D166_D167_D168.csv,0.00938817573360121
D29_D30_D31.csv,0.0376835688168377
D168_D169_D170.csv,0.02766208917628003
D3606_D3607_D3608.csv,0.0323226833133423
D3635_D3636_D3637.csv,0.032858493722713426
D2040_D2041_D2042.csv,0.02035703670636274
D135_D136_D137.csv,0.5912773513503055
D131_D132_D133.csv,0.08190325786181238
D43_D44_D45.csv,0.04488634011215315
D1657_D1658_D1659.csv,0.08380493784033657
D2056_D2057_D2058.csv,0.014176213218093767
D17_D18_D19.csv,0.027522341867230092
D155_D156_D157.csv,0.09499749218829982
