fname,ARIMA,SARIMA,RNN,LSTM
D1662.csv,41.04726305854943,40.117617047984034,0.014665753,24.16583132276348
D166.csv,544.1029794199021,462.87711533801814,1.0263736,274.19512939453125
D2057.csv,24.129884262494954,32.16819591043181,0.11674437,15.35241056743421
D1635.csv,3553.2509476026084,1085.3708217140866,0.7119999,2472.5897674560547
D1659.csv,259.4074074074074,240.52371322439623,0.036620334,169.88267115542772
D172.csv,148.49426126998134,148.29229916154463,0.04636578,157.3023889160156
D1616.csv,86.46310527554938,52.06764157758926,0.070384055,69.52071126302083
D1648.csv,524.9693596645576,198.5841525553091,0.03855928,129.59392180266204
D173.csv,148.20752847234968,149.37517657083202,0.039978545,96.23541809082027
D1639.csv,103.05103964273688,59.18095885201469,0.42653006,43.527812101403086
D2062.csv,126.68690577444109,121.47223883203249,0.021739006,98.12507709703941
D1656.csv,149.3631083293669,54.83428075585867,0.069367535,50.45051604626227
D2043.csv,164.65336835985795,113.04193351381768,0.23771875,211.718779621582
D1627.csv,225.5764157454155,209.261059221332,0.037473608,154.99051666259766
D1626.csv,107.00892857142857,109.09890931995649,0.10720238,70.92689819335939
D1614.csv,42.2506968529994,91.58145209846646,0.056918893,17.306916656494124
D2036.csv,10.060475137244357,8.915954270383292,0.01451335,5.132062377929678
D1652.csv,51.18052696415634,70.32205738229428,0.14465484,88.56928168402776
D1624.csv,134.09574468085106,63.37038374734685,0.23038049,36.94612367691529
D1620.csv,323.28800225202644,380.86182193894973,0.04301697,198.43503705193015
D1615.csv,408.75222125571935,339.7424370469778,0.032003123,146.4033126831055
D1640.csv,37.3121061567521,42.8709968427487,0.07268772,21.991131698876096
D1661.csv,49.172238419747124,48.163326942274296,0.066313714,47.51685333251953
D2039.csv,42.05050384853136,42.07883929174716,0.27034366,45.486053466796875
D171.csv,145.62425000000013,145.49981800360453,0.031983566,113.83478942871096
D161.csv,55.57339875244728,83.94667479423244,0.08198508,21.843135070800795
D1647.csv,57.32088457276917,63.56264703375725,0.075910434,41.75580610795453
D158.csv,89.87890527849115,83.4709055888092,0.04500637,34.17374206542968
D1646.csv,69.08198645825661,124.89782323756937,0.040249653,33.47645113760965
D1630.csv,260.8665555784407,209.2400498530588,0.09926803,122.48821258544922
D2051.csv,41.35737704918027,37.39529134377298,0.070223466,27.157758246527756
D1653.csv,231.42391858393066,153.52657229539372,0.12769134,107.24019191576079
D1617.csv,80.97757933894825,56.34623652742642,0.026530683,30.960390288254295
D1650.csv,7836.5575442276995,8250.418203573581,0.034865815,272.4778900146485
