fname,ARIMA,SARIMA,RNN,LSTM
D1637.csv,264.3245917535292,257.2488024259834,0.021002173,435.8812285632622
D2052.csv,336.6578260472588,327.0795289030049,0.10964352,149.52492804276312
D1643.csv,354.6062367539492,258.305927814364,0.09200259,151.42244262695314
D2050.csv,45.34883126599526,44.10560541715489,0.068660356,40.65455620659723
D2065.csv,96.74551971244608,87.24095865285983,0.2599972,60.74176974826389
D162.csv,25.466250000000002,26.88183056447004,0.08375112,36.82399368286132
D2061.csv,77.53866507322822,74.51759700465367,0.27185005,39.059029873934605
D176.csv,519.0311025316421,517.7568653300173,0.22839402,79.41596405029297
D168.csv,28.358772496102198,27.63365566825192,0.038232055,22.760293614783677
D1644.csv,320.35998361699114,320.27684064686326,0.090818614,380.1591033935547
D1654.csv,249.03435635653838,310.89644650782486,0.09724424,202.46359779094828
D1645.csv,92.12728670421441,35.652544902453855,0.3747963,32.61398570667613
D174.csv,15.833217050761998,14.402322104601788,0.028710186,6.029253838117738
D169.csv,29.635801363719953,45.48352346743541,0.008329153,24.018345424107142
D2046.csv,143.08392711485106,160.9111953014845,0.056968007,73.11959838867188
D2047.csv,176.01453168032043,131.66663951359752,0.051607545,92.79947052001948
D2041.csv,505.3996192521275,393.3001561673488,0.43071437,68.4200479449805
D160.csv,69.85571408414467,56.36741467379763,0.0616886,33.24828071594243
D2054.csv,67.36857966386324,47.69610929129839,0.13798335,67.24832956414474
D164.csv,107.99505725489925,105.2128633211008,0.06241317,98.04524536132811
D1633.csv,362.5978307026376,291.4375000000001,0.054583892,92.92914581298824
D2040.csv,128.46593059081428,105.4439145907866,0.104828216,64.94121972553906
D2049.csv,63.25067521165668,71.84408209062364,0.09479499,11.923847399259868
D163.csv,40.70383611410357,41.76594537731226,0.042293776,42.057008743286154
D2059.csv,57.315879122500554,45.22299836394809,0.028224364,19.57143040707237
D1623.csv,601.3702881304431,603.2719661625545,0.01982904,240.696044921875
D1642.csv,91.47896387236396,73.11485322709679,0.2663786,53.27171495225694
D165.csv,128.1086682949498,128.07721184654537,0.059304696,111.44744300842284
D167.csv,1939.9410452529216,1918.5405870052302,4.3847594,1204.1956787109375
D2037.csv,35.44461389404209,22.477222989526265,0.07584398,14.890328598022467
D1629.csv,100.6042214653156,96.43859044020238,0.26516482,48.11366577148438
D1622.csv,452.33024843464807,379.0781533416475,0.028717875,214.66858673095714
D2056.csv,44.580121333159234,158.71419536689913,0.018189713,35.1542236328125
D1631.csv,116.3708492984154,109.2915976974451,0.13132268,79.91919708251953
D2064.csv,124.69076753517044,151.8828467992976,0.056748033,82.58968698601973
D2045.csv,60.68314043907749,51.22079685818345,0.06911985,27.058010101318345
D2055.csv,73.3515088762797,31.149776714947745,0.11721355,45.05577970805921
D1634.csv,42.4742603326579,25.22357880554538,0.25626472,24.139190673828125
D1641.csv,312.0701754385965,291.6137243280625,0.2817508,97.48352943978654
D1649.csv,309.3171521944153,224.29785156125763,0.02998823,110.21334838867188
D1632.csv,23.79271454235427,41.87929756357879,0.036217064,8.34660530090332
D2058.csv,74.05125661942824,85.82915031753014,0.15718856,63.14001085069445
D2053.csv,178.18981421433574,142.40514417292383,0.034767713,187.69685444078945
D2063.csv,107.74447906513439,61.740819505575764,0.12017265,67.77127685546876
D175.csv,14.959454314231323,14.943830696279889,0.05284539,5.7339496841430755
D1638.csv,738.6458333333334,471.4531005420699,0.5169666,206.6811065673828
D1663.csv,237.03479551158844,250.73323011386003,0.069946654,83.07369995117186
D177.csv,497.8123994200522,490.7724341336203,0.24255101,69.3397064208985
D1636.csv,239.55220400891633,241.60473181282256,0.035480037,224.52841558689016
D1625.csv,475.7581883935498,480.19501942314616,0.5400222,95.92651367187497
D159.csv,1235.09239191528,1954.6244287730788,0.04322675,552.1138137817383
D1660.csv,69.8,30.104177099968553,0.3640374,30.1742131159856
D1628.csv,96.32796181855478,95.21012859806162,0.029811237,59.31807693780635
D2038.csv,78.88483521249054,71.38644024493415,0.18453257,33.788730621337926
D170.csv,142.41518863062467,142.25235708212486,0.044205826,94.3777825927734
D2048.csv,284.3430753640765,132.30001085435208,0.09893957,288.96835166529604
D1619.csv,134.85016400035042,130.56632071516827,0.104163334,73.70899658203129
D2042.csv,20.613302525371772,25.25699298102126,0.045038342,14.63623432714844
D1657.csv,43.85625,39.86417223695685,0.07737424,46.835737228393555
D1621.csv,378.85693142826426,375.9559340453975,0.032925103,258.42662173411884
D2044.csv,679.2932268928105,646.2824697646302,0.045312244,320.3755264282226
D1651.csv,275.77328192165663,175.12694684519235,0.07541857,141.76752886855812
D1658.csv,58.03142865296773,43.2258764091107,0.012786402,36.55884728064904
D1618.csv,45.69930357183067,44.86567315034543,0.057430327,44.94862767269737
D1655.csv,155.63195906837032,54.51482813493926,0.06986398,37.344475241268384
D2060.csv,211.5769750462633,250.31319899226318,0.28083047,61.57680392795139
